Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,07h 20m,05:35,4.3,INR 577,22 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Ramana Tours And Travels,A/C Sleeper (2+1),21:25,09h 35m,07:00,4.7,INR 790,22 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Mozo travels,A/C Sleeper (2+1),21:00,09h 35m,06:35,3.9,INR 1005,15 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,3.8,INR 450,20 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,10h 00m,06:00,4.4,INR 749,26 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),19:35,09h 55m,05:30,3.7,532,25 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,08h 00m,06:00,4.1,INR 1050,19 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),20:50,08h 40m,05:30,4.3,INR 449,19 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Srivastav Travels,A/C Sleeper (2+1),21:45,09h 15m,07:00,3.6,740,23 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),21:20,09h 00m,06:20,4.6,942,27 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),20:15,08h 45m,05:00,3.5,INR 669,42 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),21:30,07h 30m,05:00,3.8,INR 640,25 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),22:15,08h 30m,06:45,4.7,INR 3999,45 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:15,08h 30m,06:45,0,INR 3999,44 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),21:00,10h 05m,07:05,0,INR 499,29 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Sri Rama Travels,A/C Seater / Sleeper (2+1),20:45,10h 00m,06:45,0,INR 666,24 Seats available
Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,08h 00m,07:00,0,INR 1100,22 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6373,Super Luxury (Non AC Seater 2+2 Push Back),14:45,09h 00m,23:45,4.1,INR 555,25 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3459,Super Luxury (Non AC Seater 2+2 Push Back),16:00,09h 10m,01:10,3.7,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2718,INDRA(A.C. Seater),17:00,08h 45m,01:45,3.6,INR 671,30 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6334,Super Luxury (Non AC Seater 2+2 Push Back),17:30,08h 45m,02:15,3.1,INR 555,34 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2692,Super Luxury (Non AC Seater 2+2 Push Back),18:00,09h 00m,03:00,3.7,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 9568,Super Luxury (Non AC Seater 2+2 Push Back),18:30,09h 00m,03:30,4.2,INR 555,34 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2854,Super Luxury (Non AC Seater 2+2 Push Back),19:00,09h 00m,04:00,3.7,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3927,Super Luxury (Non AC Seater 2+2 Push Back),19:15,08h 15m,03:30,3.8,INR 579,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 4980,Super Luxury (Non AC Seater 2+2 Push Back),19:15,09h 30m,04:45,3.7,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3958,Super Luxury (Non AC Seater 2+2 Push Back),20:00,09h 15m,05:15,4.1,INR 555,31 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6377,Super Luxury (Non AC Seater 2+2 Push Back),20:15,08h 45m,05:00,3.6,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3964,Super Luxury (Non AC Seater 2+2 Push Back),20:45,09h 15m,06:00,3.0,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6503,Super Luxury (Non AC Seater 2+2 Push Back),21:00,08h 15m,05:15,3.3,INR 555,23 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6269,INDRA(A.C. Seater),21:15,07h 30m,04:45,4.1,INR 671,21 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3815,Super Luxury (Non AC Seater 2+2 Push Back),21:30,08h 30m,06:00,2.6,INR 555,21 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6904,Super Luxury (Non AC Seater 2+2 Push Back),21:30,09h 00m,06:30,2.8,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 51069,Super Luxury (Non AC Seater 2+2 Push Back),21:45,08h 15m,06:00,4.0,INR 555,29 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6628,Super Luxury (Non AC Seater 2+2 Push Back),22:00,08h 00m,06:00,3.1,INR 555,29 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6277,NIGHT RIDER (SEATER CUM SLEEPER),22:15,07h 30m,05:45,3.6,INR 756,25 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6371,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,08h 15m,06:45,4.3,INR 555,37 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 52965,Super Luxury (Non AC Seater 2+2 Push Back),22:50,08h 20m,07:10,4.1,INR 555,31 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6386,Super Luxury (Non AC Seater 2+2 Push Back),23:00,08h 30m,07:30,3.7,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6902,Super Luxury (Non AC Seater 2+2 Push Back),23:30,08h 45m,08:15,2.0,INR 555,33 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 9563,Super Luxury (Non AC Seater 2+2 Push Back),23:30,08h 15m,07:45,3.7,INR 555,34 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6726,INDRA(A.C. Seater),23:57,06h 03m,06:00,3.5,INR 671,24 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),22:30,08h 15m,06:45,4.6,INR 870,10 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Sri Balaji Transports,A/C Sleeper (2+1),23:00,07h 10m,06:10,4.0,INR 900,13 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,SOLLIGI TRAVELS,A/C Sleeper (2+1),22:45,07h 35m,06:20,4.0,INR 900,23 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,SUDHAKAR TRAVELS,A/C Sleeper (2+1),23:30,07h 15m,06:45,4.1,INR 900,19 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Srinivasa Travels,A/C Sleeper (2+1),22:30,07h 30m,06:00,3.1,INR 800,24 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),16:30,08h 45m,01:15,3.4,INR 790,23 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Al madeena Travels,A/C Seater / Sleeper (2+1),23:55,07h 05m,07:00,3.7,INR 750,29 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Psr tours and travels,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,1.9,INR 649,12 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,S K B TOURS AND TRAVELS,A/C Sleeper (2+1),23:35,07h 55m,07:30,3.4,INR 899,12 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),15:15,08h 30m,23:45,1.8,INR 790,23 Seats available
Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:20,07h 10m,06:30,1.4,INR 790,22 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3957,Super Luxury (Non AC Seater 2+2 Push Back),13:55,10h 30m,00:25,3.3,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6903,Super Luxury (Non AC Seater 2+2 Push Back),14:00,08h 45m,22:45,2.8,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6905,Super Luxury (Non AC Seater 2+2 Push Back),15:30,08h 15m,23:45,1.5,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2853,Super Luxury (Non AC Seater 2+2 Push Back),17:00,09h 10m,02:10,3.7,INR 555,21 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),17:30,08h 45m,02:15,2.1,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9571,Super Luxury (Non AC Seater 2+2 Push Back),17:45,11h 00m,04:45,2.7,INR 555,31 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51625,Super Luxury (Non AC Seater 2+2 Push Back),18:00,09h 00m,03:00,1.8,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 4979,Super Luxury (Non AC Seater 2+2 Push Back),18:10,09h 20m,03:30,3.7,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3926,Super Luxury (Non AC Seater 2+2 Push Back),18:10,09h 20m,03:30,3.4,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6505,Super Luxury (Non AC Seater 2+2 Push Back),18:30,09h 15m,03:45,3.2,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3963,Super Luxury (Non AC Seater 2+2 Push Back),18:40,10h 15m,04:55,3.4,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),18:45,09h 15m,04:00,1.3,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3814,Super Luxury (Non AC Seater 2+2 Push Back),20:15,09h 30m,05:45,2.3,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6362,Super Luxury (Non AC Seater 2+2 Push Back),20:20,08h 40m,05:00,3.8,INR 555,32 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51068,Super Luxury (Non AC Seater 2+2 Push Back),20:45,08h 30m,05:15,4.4,INR 554,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6629,Super Luxury (Non AC Seater 2+2 Push Back),21:00,09h 00m,06:00,4.3,INR 555,25 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6727,INDRA(A.C. Seater),21:00,07h 00m,04:00,3.4,INR 671,22 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6360,INDRA(A.C. Seater),21:30,07h 30m,05:00,3.8,INR 671,24 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6278,NIGHT RIDER (SEATER CUM SLEEPER),22:00,07h 30m,05:30,4.0,INR 756,28 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6364,Super Luxury (Non AC Seater 2+2 Push Back),22:00,09h 00m,07:00,3.9,INR 555,29 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9594,Super Luxury (Non AC Seater 2+2 Push Back),22:30,09h 45m,08:15,3.3,INR 555,31 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6372,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,09h 05m,07:45,4.8,INR 555,37 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6366,Super Luxury (Non AC Seater 2+2 Push Back),23:00,08h 45m,07:45,2.7,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2717,INDRA(A.C. Seater),23:30,08h 35m,08:05,2.4,INR 671,22 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6374,Super Luxury (Non AC Seater 2+2 Push Back),23:55,08h 35m,08:30,3.7,INR 555,18 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Svkdt travels,A/C Sleeper (2+1),21:30,07h 15m,04:45,4.6,INR 890,12 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,08h 15m,05:00,4.3,INR 900,22 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Srinivasa Travels,A/C Sleeper (2+1),20:45,08h 15m,05:00,3.7,INR 900,15 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Sri Balaji Transports,A/C Sleeper (2+1),20:40,07h 50m,04:30,3.7,INR 950,15 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Psr tours and travels,Non A/C Seater / Sleeper (2+1),18:30,08h 30m,03:00,3.4,INR 599,21 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Al madeena Travels,A/C Seater / Sleeper (2+1),20:30,08h 00m,04:30,4.3,INR 700,29 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Morning Star Travels,A/C Sleeper (2+1),22:15,07h 30m,05:45,2.4,INR 1290,5 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Morning Star Travels,A/C Sleeper (2+1),23:00,06h 55m,05:55,2.0,INR 790,17 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Morning Star Travels,A/C Sleeper (2+1),19:30,08h 00m,03:30,3.1,INR 790,17 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,S K B TOURS AND TRAVELS,A/C Sleeper (2+1),19:30,08h 00m,03:30,3.4,INR 899,13 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,SUDHAKAR TRAVELS,A/C Sleeper (2+1),20:15,07h 45m,04:00,3.7,INR 900,17 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Sri Balaji Transports,A/C Seater / Sleeper (2+1),20:30,08h 00m,04:30,3.7,INR 950,4 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:00,05h 30m,19:30,3.5,INR 568,25 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2591,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,05h 50m,19:50,3.9,INR 357,36 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2589,Super Luxury (Non AC Seater 2+2 Push Back),14:30,06h 00m,20:30,3.9,INR 373,21 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 35128,Super Luxury (Non AC Seater 2+2 Push Back),15:00,05h 50m,20:50,3.5,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24427,Super Luxury (Non AC Seater 2+2 Push Back),15:30,05h 50m,21:20,3.9,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 3835,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,07h 00m,22:45,3.9,INR 419,37 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2713,Super Luxury (Non AC Seater 2+2 Push Back),16:00,06h 30m,22:30,3.9,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2717,INDRA(A.C. Seater),17:00,06h 30m,23:30,2.9,INR 451,37 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2887,Super Luxury (Non AC Seater 2+2 Push Back),17:15,06h 40m,23:55,2.5,INR 370,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,05h 50m,23:20,3.9,INR 373,36 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2673,Super Luxury (Non AC Seater 2+2 Push Back),18:00,06h 15m,00:15,3.9,INR 373,30 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2621,INDRA(A.C. Seater),18:15,06h 15m,00:30,3.6,INR 447,14 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2711,Super Luxury (Non AC Seater 2+2 Push Back),18:30,06h 15m,00:45,3.9,INR 373,31 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2677,NIGHT RIDER (SEATER CUM SLEEPER),19:00,05h 40m,00:40,4.3,INR 509,18 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2723,Super Luxury (Non AC Seater 2+2 Push Back),19:00,06h 00m,01:00,2.5,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 4227,Super Luxury (Non AC Seater 2+2 Push Back),19:30,06h 15m,01:45,4.1,INR 373,34 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 42621,Super Luxury (Non AC Seater 2+2 Push Back),20:00,06h 00m,02:00,3.9,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 48983,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:30,06h 15m,02:45,3.9,INR 355,37 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 3831,Super Luxury (Non AC Seater 2+2 Push Back),21:00,05h 50m,02:50,4.5,INR 373,30 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,05h 15m,02:15,4.0,INR 568,38 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24425,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06h 00m,03:45,3.9,INR 373,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 3833,Super Luxury (Non AC Seater 2+2 Push Back),22:10,05h 50m,04:00,3.8,INR 371,34 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2623,INDRA(A.C. Seater),22:30,05h 40m,04:10,4.2,INR 451,37 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2701,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05h 50m,04:35,3.2,INR 370,33 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2641,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05h 45m,04:45,3.5,INR 373,36 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2671,INDRA(A.C. Seater),23:30,05h 30m,05:00,4.0,INR 451,37 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2699,Super Luxury (Non AC Seater 2+2 Push Back),23:55,05h 25m,05:20,4.5,INR 373,31 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,TSRTC - 2335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 30m,02:30,2.7,INR 373,29 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),19:25,05h 20m,00:45,4.0,INR 489,15 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),19:25,05h 35m,01:00,3.7,INR 559,19 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),19:45,05h 00m,00:45,3.4,INR 649,32 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,SAMANVI CITICONNECT,A/C Sleeper (2+1),20:00,04h 30m,00:30,4.0,INR 899,17 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Vikram Travels,A/C Seater / Sleeper (2+1),21:00,04h 30m,01:30,4.1,INR 599,32 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Sri Krishna Travels,A/C Sleeper (2+1),16:30,05h 30m,22:00,2.1,INR 500,21 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Sri Krishna Travels,A/C Seater / Sleeper (2+1),19:00,05h 30m,00:30,2.1,INR 500,17 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),20:40,05h 05m,01:45,2.7,INR 790,21 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),14:45,07h 45m,22:30,3.4,INR 1149,21 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Jagan Travels,A/C Sleeper (2+1),15:15,05h 45m,21:00,4.8,INR 1200,27 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Navayuga Travels,A/C Sleeper (2+1),16:00,05h 30m,21:30,3.5,INR 1330,18 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),19:25,05h 35m,01:00,3.7,INR 2000,46 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Vikram Travels,A/C Sleeper (2+1),19:40,05h 20m,01:00,4.1,INR 949,23 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),20:15,05h 30m,01:45,4.6,4898,26 Seats available
Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:10,05h 45m,23:55,2.1,INR 1599,20 Seats available
